x,y,z,grades,litho,alter
1,4,14,3.7018308542478877,4.0,3.0
1,4,15,3.632257231028038,3.0,3.0
1,4,16,3.5446959324536294,3.0,2.0
1,4,17,3.670343318626153,2.0,2.0
1,4,18,4.141296480892602,2.0,2.0
1,4,19,4.763234758888872,1.0,3.0
1,4,20,4.874224736186433,1.0,4.0
1,5,1,3.7164255504097223,1.0,2.0
1,5,2,3.844902651882825,2.0,3.0
1,5,3,3.448929374709852,3.0,4.0
1,5,4,3.718483617624606,3.0,4.0
1,5,5,4.459035155366532,3.0,4.0
1,5,6,4.702305771307549,3.0,4.0
1,5,7,4.065232581219717,3.0,4.0
1,5,8,2.6299054178329087,4.0,5.0
1,5,9,1.5235887377332293,4.0,5.0
1,5,10,2.0322319050432287,4.0,5.0
1,5,11,3.297280731627864,4.0,5.0
1,5,12,3.7492571233745946,4.0,4.0
1,5,13,3.554006556672028,4.0,4.0
1,5,14,3.255045288917164,4.0,3.0
1,5,15,2.8095151879124787,3.0,2.0
1,5,16,2.6365533582735585,3.0,2.0
1,5,17,3.0047950795461458,2.0,2.0
1,5,18,3.5300791920840764,1.0,2.0
1,5,19,4.11990849198978,1.0,3.0
1,5,20,4.566736221009122,1.0,4.0
1,6,1,4.022585981174461,1.0,3.0
1,6,2,3.6963052383990256,2.0,3.0
1,6,3,2.849401943084611,2.0,3.0
1,6,4,2.9437485348896377,3.0,3.0
1,6,5,4.044570571469204,3.0,3.0
1,6,6,4.680976165466078,3.0,4.0
1,6,7,3.972738736334712,3.0,4.0
1,6,8,2.3594072826088572,4.0,4.0
1,6,9,1.3553649811565456,4.0,5.0
1,6,10,1.965892083091422,4.0,5.0
1,6,11,3.1414991424275813,4.0,5.0
1,6,12,3.6208314245415605,4.0,4.0
1,6,13,3.5969899022155705,4.0,4.0
1,6,14,3.2184418432687676,4.0,3.0
1,6,15,2.5127476574870573,3.0,2.0
1,6,16,2.328888547729619,2.0,2.0
1,6,17,2.7507070042936457,2.0,2.0
1,6,18,3.020943543178288,1.0,2.0
1,6,19,3.4573809768324364,1.0,3.0
1,6,20,4.244804996542081,1.0,3.0
1,7,1,4.069222475529909,1.0,3.0
1,7,2,3.433883851987038,2.0,3.0
1,7,3,2.339115674277447,2.0,3.0
1,7,4,2.4364524876922964,3.0,3.0
1,7,5,3.9545907658878177,3.0,3.0
1,7,6,4.977246199008448,3.0,3.0
1,7,7,4.231797126007918,3.0,3.0
1,7,8,2.4846984597827375,3.0,4.0
1,7,9,1.465064750727611,4.0,4.0
1,7,10,1.8974596525519067,4.0,5.0
1,7,11,2.8266270091544516,4.0,5.0
1,7,12,3.4050405007764097,4.0,4.0
1,7,13,3.6767403344425196,4.0,3.0
1,7,14,3.4075150235806615,3.0,2.0
1,7,15,2.748529525734397,3.0,2.0
1,7,16,2.686556987487321,2.0,1.0
1,7,17,2.9802614640780245,2.0,2.0
1,7,18,2.815235728965805,1.0,2.0
1,7,19,3.031237498506047,1.0,3.0
1,7,20,3.9331328019707854,1.0,3.0
1,8,1,3.87449762457767,1.0,3.0
1,8,2,3.1543410488529364,2.0,4.0
1,8,3,2.13103066013901,2.0,3.0
1,8,4,2.4133921247157173,2.0,3.0
1,8,5,4.274815221257578,2.0,3.0
1,8,6,5.616240434304658,2.0,3.0
1,8,7,4.896170042264361,3.0,3.0
1,8,8,3.002430637005525,3.0,3.0
1,8,9,1.7766407722699706,3.0,4.0
1,8,10,1.823593275946679,4.0,4.0
1,8,11,2.423050603389025,4.0,4.0
1,8,12,3.0966128409636022,4.0,4.0
1,8,13,3.7160542578785005,4.0,3.0
1,8,14,3.7681896243332664,3.0,2.0
1,8,15,3.4286634359929686,3.0,1.0
1,8,16,3.528453532007399,2.0,1.0
1,8,17,3.570974118364585,1.0,1.0
1,8,18,2.9721949521397852,1.0,2.0
1,8,19,2.927932607702136,1.0,3.0
1,8,20,3.588711279035696,1.0,3.0
1,9,1,3.6550570938726104,2.0,4.0
1,9,2,3.0143408321377,2.0,4.0
1,9,3,2.298491760638236,2.0,3.0
1,9,4,2.781784746848772,2.0,3.0
1,9,5,4.711476789375095,2.0,2.0
1,9,6,6.185645887751695,2.0,2.0
1,9,7,5.533867584845254,2.0,2.0
1,9,8,3.5470408961126565,3.0,3.0
1,9,9,2.153241540567606,3.0,4.0
1,9,10,1.9251942344627313,4.0,5.0
1,9,11,2.241083624519267,4.0,5.0
1,9,12,2.896932898553859,4.0,4.0
1,9,13,3.777283436404766,4.0,3.0
1,9,14,4.216754270473245,3.0,2.0
1,9,15,4.245943398209497,3.0,1.0
1,9,16,4.4336164903409045,2.0,1.0
1,9,17,4.2451509013050215,1.0,1.0
1,9,18,3.402485123586075,1.0,2.0
1,9,19,3.1179167187788743,1.0,3.0
1,9,20,3.2852579285534143,1.0,3.0
1,10,1,3.6463343033944247,2.0,4.0
1,10,2,3.096589756129829,2.0,4.0
1,10,3,2.712037550547546,2.0,3.0
1,10,4,3.204596045694811,2.0,3.0
1,10,5,4.76713852531729,2.0,2.0
1,10,6,6.0668406209102494,2.0,2.0
1,10,7,5.521910411161063,2.0,2.0
1,10,8,3.721125116387822,2.0,3.0
1,10,9,2.5955148372039116,3.0,4.0
1,10,10,2.51296970094016,3.0,5.0
1,10,11,2.615859819172742,4.0,5.0
1,10,12,2.9728667748769695,4.0,4.0
1,10,13,3.833594728180391,4.0,3.0
1,10,14,4.494541305318063,3.0,2.0
1,10,15,4.710097875432864,2.0,1.0
1,10,16,4.881816651529396,2.0,1.0
1,10,17,4.63628393747471,1.0,1.0
1,10,18,3.8443880521033993,0.0,2.0
1,10,19,3.429397243433791,1.0,3.0
1,10,20,3.1346704889698396,1.0,3.0
1,11,1,3.883780137614557,2.0,4.0
1,11,2,3.3433211017291984,2.0,4.0
1,11,3,3.1802422516666278,2.0,3.0
1,11,4,3.4580199740809516,2.0,3.0
1,11,5,4.266600164721543,2.0,2.0
1,11,6,5.08059287806495,2.0,2.0
1,11,7,4.692987289550283,2.0,2.0
1,11,8,3.4859795444559545,2.0,3.0
1,11,9,3.180914110867545,3.0,4.0
1,11,10,3.632601652148222,3.0,5.0
1,11,11,3.4925486394110674,4.0,5.0
1,11,12,3.2182436266906844,4.0,5.0
1,11,13,3.74475175134567,4.0,4.0
1,11,14,4.376549094688149,3.0,3.0
1,11,15,4.532047190650184,2.0,2.0
1,11,16,4.619949993254252,1.0,1.0
1,11,17,4.5142642251747285,1.0,2.0
1,11,18,4.00125923862601,0.0,2.0
1,11,19,3.602247176536166,0.0,2.0
1,11,20,3.125883523021608,1.0,3.0
1,12,1,4.065155609662994,3.0,4.0
1,12,2,3.521230951122185,3.0,3.0
1,12,3,3.554408502023212,2.0,3.0
1,12,4,3.6253931837823603,2.0,2.0
1,12,5,3.6074044769146463,2.0,2.0
1,12,6,3.8101711220930428,1.0,2.0
1,12,7,3.6286658830362954,1.0,2.0
1,12,8,3.228084417037171,2.0,3.0
1,12,9,3.8915133893134395,2.0,5.0
1,12,10,4.874508431245985,3.0,5.0
1,12,11,4.394296186655645,3.0,6.0
1,12,12,3.3737619554418994,4.0,5.0
1,12,13,3.4781329193751724,4.0,4.0
1,12,14,3.968861223494972,3.0,3.0
1,12,15,3.923433908956565,2.0,2.0
1,12,16,3.8906230660495758,1.0,2.0
1,12,17,3.998820995928573,0.0,2.0
1,12,18,3.8154917561328374,0.0,2.0
1,12,19,3.528735107724622,0.0,2.0
1,12,20,3.1864035546567844,1.0,3.0
1,13,1,3.770544170293978,3.0,4.0
1,13,2,3.343510579774142,3.0,3.0
1,13,3,3.7150393874712186,2.0,3.0
1,13,4,3.8701057462381923,2.0,3.0
1,13,5,3.3409142149123543,2.0,2.0
1,13,6,3.110397005396015,1.0,2.0
1,13,7,3.1887389104009385,1.0,3.0
1,13,8,3.423264026060975,1.0,4.0
1,13,9,4.600817195270057,2.0,5.0
1,13,10,5.7293600971813605,3.0,6.0
1,13,11,4.914236420658471,3.0,6.0
1,13,12,3.3814635753256166,4.0,5.0
1,13,13,3.2380559163795812,4.0,4.0
1,13,14,3.6397591944532786,3.0,3.0
1,13,15,3.382006138914967,2.0,2.0
1,13,16,3.204419273188787,1.0,2.0
1,13,17,3.483994779169866,0.0,2.0
1,13,18,3.567186209142921,0.0,2.0
1,13,19,3.4128481262946977,0.0,2.0
1,13,20,3.3526568937869476,1.0,3.0
1,14,1,2.977601654532717,3.0,4.0
1,14,2,2.785388958078673,3.0,3.0
1,14,3,3.606524889543775,2.0,3.0
1,14,4,4.134156883195316,2.0,3.0
1,14,5,3.5612229183041717,1.0,3.0
1,14,6,3.2959689183782137,1.0,3.0
1,14,7,3.7161102588795885,1.0,3.0
1,14,8,4.185117022213855,1.0,4.0
1,14,9,5.169034772519333,2.0,5.0
1,14,10,6.040718435498227,3.0,5.0
1,14,11,5.10272234303614,4.0,6.0
1,14,12,3.4670208273379632,4.0,5.0
1,14,13,3.2697609772009115,4.0,4.0
1,14,14,3.632400177022429,3.0,3.0
1,14,15,3.2095194603925865,2.0,3.0
1,14,16,2.9061014738680098,1.0,2.0
1,14,17,3.326400258560819,1.0,2.0
1,14,18,3.629174553851432,0.0,2.0
1,14,19,3.5698197524336734,0.0,3.0
1,14,20,3.7181744389285933,1.0,3.0
1,15,1,2.2504033406350508,3.0,4.0
1,15,2,2.2372672341632707,3.0,4.0
1,15,3,3.3449465773526974,2.0,3.0
1,15,4,4.203125756491361,2.0,3.0
1,15,5,3.8697833542573945,1.0,3.0
1,15,6,3.9381608828102372,1.0,3.0
1,15,7,4.759704606438291,1.0,3.0
1,15,8,5.118815672399023,1.0,4.0
1,15,9,5.456492683945261,2.0,4.0
1,15,10,5.967765067949335,3.0,5.0
1,15,11,5.227487166087906,4.0,5.0
1,15,12,3.792572306509364,4.0,5.0
1,15,13,3.56205663754192,4.0,4.0
1,15,14,3.8464164362635898,3.0,3.0
1,15,15,3.3376886213062216,2.0,3.0
1,15,16,3.0102759631576346,1.0,3.0
1,15,17,3.6132860804749765,1.0,3.0
1,15,18,4.118619053609819,0.0,3.0
1,15,19,4.058545416062807,0.0,3.0
1,15,20,4.201903220964137,1.0,3.0
1,16,1,2.2014268404943254,3.0,4.0
1,16,2,2.170247962613308,3.0,4.0
1,16,3,3.1864975589211824,2.0,3.0
1,16,4,4.029158971685637,2.0,3.0
1,16,5,3.928889244422643,1.0,3.0
1,16,6,4.445755980253272,1.0,3.0
1,16,7,5.574060897827775,1.0,3.0
1,16,8,5.644158958633307,1.0,4.0
1,16,9,5.31025637033777,2.0,4.0
1,16,10,5.611283700898207,3.0,4.0
1,16,11,5.290306025419923,4.0,4.0
1,16,12,4.1734019527336725,4.0,4.0
1,16,13,3.8593393223490344,4.0,3.0
1,16,14,4.038201412891041,4.0,3.0
1,16,15,3.566135741018119,3.0,3.0
1,16,16,3.3517216660541997,2.0,3.0
1,16,17,4.158849338842098,1.0,4.0
1,16,18,4.79347064201891,1.0,4.0
1,16,19,4.598684317762443,1.0,4.0
1,16,20,4.519463028322295,1.0,3.0
1,17,1,2.795534239770409,3.0,4.0
1,17,2,2.640408479317169,2.0,4.0
1,17,3,3.313959040449354,2.0,3.0
1,17,4,3.8508115480343617,2.0,3.0
1,17,5,3.8625932044365525,1.0,3.0
1,17,6,4.661746055438041,1.0,3.0
1,17,7,5.790959645253893,1.0,3.0
1,17,8,5.493631504542311,1.0,3.0
1,17,9,4.693711652572196,2.0,3.0
1,17,10,4.915831850915463,3.0,3.0
1,17,11,5.029115310394287,4.0,3.0
1,17,12,4.3078914014209815,5.0,3.0
1,17,13,4.004570661922547,5.0,3.0
1,17,14,4.142373983252682,4.0,3.0
1,17,15,3.8003758022734533,3.0,3.0
1,17,16,3.7324007743672607,2.0,4.0
1,17,17,4.628186939061682,1.0,4.0
1,17,18,5.259320352351527,1.0,5.0
1,17,19,4.873340503372438,1.0,4.0
1,17,20,4.468642281668847,1.0,4.0
1,18,1,3.4000484491969685,3.0,4.0
1,18,2,3.2780905268513556,2.0,3.0
1,18,3,3.7098746738360306,2.0,3.0
1,18,4,3.96377186501281,2.0,3.0
1,18,5,4.033129200103489,1.0,3.0
1,18,6,4.815834138052203,1.0,4.0
1,18,7,5.57813725313923,1.0,4.0
1,18,8,4.913683919176489,2.0,3.0
1,18,9,3.857354385442961,3.0,3.0
1,18,10,3.9557442546601664,3.0,3.0
1,18,11,4.379202163490648,4.0,3.0
1,18,12,4.21296039654616,5.0,3.0
1,18,13,4.157409623565433,5.0,3.0
1,18,14,4.302320160792527,4.0,3.0
1,18,15,4.027057499043474,3.0,4.0
1,18,16,3.9560419665414672,2.0,4.0
1,18,17,4.714590066952469,1.0,5.0
1,18,18,5.277538833887521,1.0,5.0
1,18,19,4.849651526797777,1.0,5.0
1,18,20,4.17067246250705,1.0,4.0
1,19,1,3.537342558794444,3.0,3.0
1,19,2,3.7701488568639805,2.0,3.0
1,19,3,4.258801697477499,2.0,3.0
1,19,4,4.4396451355208555,2.0,3.0
1,19,5,4.55549825600145,2.0,3.0
1,19,6,5.0717205186331284,1.0,4.0
1,19,7,5.296063216246812,2.0,4.0
1,19,8,4.414904411487931,2.0,4.0
1,19,9,3.260386381199678,3.0,3.0
1,19,10,3.0844267904412623,4.0,3.0
1,19,11,3.6693584843504383,4.0,3.0
1,19,12,4.208920039471169,5.0,3.0
1,19,13,4.556141173051735,5.0,3.0
1,19,14,4.615734856211287,4.0,4.0
1,19,15,4.21239681189896,3.0,4.0
1,19,16,3.92084398934362,2.0,5.0
1,19,17,4.353706573713602,1.0,5.0
1,19,18,4.926834957190412,1.0,5.0
1,19,19,4.763088125302871,1.0,5.0
1,19,20,3.9522137275441396,1.0,4.0
1,20,1,3.357956169196964,3.0,3.0
1,20,2,4.1466154290839325,3.0,2.0
1,20,3,4.857938716100188,2.0,2.0
1,20,4,5.074000174202876,2.0,2.0
1,20,5,5.1606642078673675,2.0,3.0
1,20,6,5.321659136413336,2.0,4.0
1,20,7,5.160194338649303,2.0,4.0
1,20,8,4.355270418897537,2.0,4.0
1,20,9,3.224238372442416,3.0,3.0
1,20,10,2.649442020965065,4.0,3.0
1,20,11,3.2453892906066053,4.0,3.0
1,20,12,4.438752078688393,5.0,4.0
1,20,13,5.117293204809982,5.0,4.0
1,20,14,4.9623413061706,4.0,4.0
1,20,15,4.341104812788803,3.0,5.0
1,20,16,3.757224888384176,2.0,5.0
1,20,17,3.8047119896154755,2.0,6.0
1,20,18,4.48664461576313,1.0,6.0
1,20,19,4.813645447869293,1.0,5.0
1,20,20,4.015703213120023,1.0,4.0
2,1,1,5.78518911685754,3.0,5.0
2,1,2,6.231270729192462,4.0,5.0
2,1,3,5.954077114887736,4.0,6.0
2,1,4,5.65520807522939,4.0,6.0
2,1,5,5.379850186536261,4.0,5.0
2,1,6,4.91491995934067,4.0,5.0
2,1,7,4.235012686013028,3.0,5.0
2,1,8,3.297629478038118,3.0,5.0
2,1,9,2.3304340979891336,3.0,5.0
2,1,10,2.187299206063594,4.0,5.0
2,1,11,3.4444750479152804,4.0,5.0
2,1,12,5.400015425608372,4.0,5.0
2,1,13,6.736201489532877,4.0,4.0
2,1,14,6.766776787196777,4.0,4.0
2,1,15,5.717292043526272,4.0,3.0
2,1,16,4.38524043481419,3.0,2.0
2,1,17,3.56432354932948,3.0,2.0
2,1,18,3.407204272085243,2.0,2.0
2,1,19,3.453004466545325,2.0,3.0
2,1,20,3.223897600988997,1.0,4.0
2,2,1,5.109403871834867,3.0,4.0
2,2,2,5.762469602763655,4.0,5.0
2,2,3,5.720625292005828,4.0,5.0
2,2,4,5.723433684186491,4.0,5.0
2,2,5,5.430095540588941,4.0,5.0
2,2,6,4.605027439687924,4.0,5.0
2,2,7,3.6958383770843315,4.0,5.0
2,2,8,2.733176618073101,4.0,5.0
2,2,9,1.816281235594845,4.0,5.0
2,2,10,1.9067507274918367,4.0,5.0
2,2,11,3.4186229243227757,4.0,5.0
2,2,12,5.336487092163634,4.0,4.0
2,2,13,6.5334084712615095,4.0,4.0
2,2,14,6.667955074833483,4.0,3.0
2,2,15,5.891984931807718,3.0,3.0
2,2,16,4.718690048522285,3.0,2.0
2,2,17,3.8715837513511016,2.0,2.0
2,2,18,3.7514666391634286,2.0,2.0
2,2,19,4.035089544978899,1.0,3.0
2,2,20,3.918606597873969,1.0,4.0
2,3,1,4.381168094711665,3.0,4.0
2,3,2,5.026554933273806,3.0,4.0
2,3,3,5.136860825370396,4.0,5.0
2,3,4,5.421798390601681,4.0,5.0
2,3,5,5.251167779989297,4.0,5.0
2,3,6,4.3679283622771,4.0,5.0
2,3,7,3.474849698004766,4.0,5.0
2,3,8,2.5621955853761307,4.0,5.0
2,3,9,1.7049806798821412,4.0,5.0
2,3,10,2.003592848851495,4.0,5.0
2,3,11,3.5656024606517285,4.0,5.0
2,3,12,5.0720757885987595,4.0,4.0
2,3,13,5.837915059203196,4.0,4.0
2,3,14,5.940607424984307,4.0,3.0
2,3,15,5.338243291868024,3.0,2.0
2,3,16,4.386657900704195,3.0,2.0
2,3,17,3.876477574006019,2.0,2.0
2,3,18,4.122430960408299,1.0,2.0
2,3,19,4.6368895946615165,1.0,3.0
2,3,20,4.534431503116857,1.0,4.0
2,4,1,4.063362368150713,2.0,3.0
2,4,2,4.48486061028419,3.0,4.0
2,4,3,4.50695900907564,4.0,4.0
2,4,4,4.868867110155452,4.0,5.0
2,4,5,4.919375043112119,4.0,5.0
2,4,6,4.273474889781244,4.0,5.0
2,4,7,3.532359900886992,4.0,5.0
2,4,8,2.6567410105726923,4.0,5.0
2,4,9,1.8557746111489268,4.0,5.0
2,4,10,2.2745669426028634,4.0,5.0
2,4,11,3.681450814237773,4.0,4.0
2,4,12,4.659799737827825,4.0,4.0
2,4,13,5.013069409614124,4.0,3.0
2,4,14,5.034246594745508,3.0,3.0
2,4,15,4.474191021759798,3.0,2.0
2,4,16,3.780379004117989,2.0,2.0
2,4,17,3.792278664951298,2.0,1.0
2,4,18,4.381856941508552,1.0,2.0
2,4,19,4.889070235115793,1.0,3.0
2,4,20,4.775587384652568,1.0,4.0
2,5,1,4.122821908713737,2.0,3.0
2,5,2,4.182035798633666,3.0,4.0
2,5,3,3.8950545801935825,3.0,4.0
2,5,4,4.158251168328183,3.0,4.0
2,5,5,4.517982054477356,4.0,4.0
2,5,6,4.264446644646797,4.0,4.0
2,5,7,3.6323447045516604,4.0,5.0
2,5,8,2.7325700064426472,4.0,5.0
2,5,9,2.021570822358792,4.0,5.0
2,5,10,2.4881247681652914,4.0,5.0
2,5,11,3.6489829586462164,4.0,4.0
2,5,12,4.257371225084397,4.0,4.0
2,5,13,4.424270435774443,4.0,3.0
2,5,14,4.362717163390787,3.0,3.0
2,5,15,3.754115293255202,3.0,2.0
2,5,16,3.3117008707976376,2.0,1.0
2,5,17,3.7314697679883873,2.0,2.0
2,5,18,4.313511393946985,1.0,2.0
2,5,19,4.535919230334119,1.0,3.0
2,5,20,4.528533486900802,1.0,4.0
2,6,1,4.2581282211243625,2.0,3.0
2,6,2,3.95847765442613,2.0,4.0
2,6,3,3.30184114204726,3.0,4.0
2,6,4,3.4422280918391106,3.0,4.0
2,6,5,4.187904262499602,3.0,4.0
2,6,6,4.349089742322219,3.0,4.0
2,6,7,3.710172166476825,4.0,4.0
2,6,8,2.715510819120377,4.0,4.0
2,6,9,2.0760343537247907,4.0,5.0
2,6,10,2.4712358766176568,4.0,4.0
2,6,11,3.3663486907361246,4.0,4.0
2,6,12,3.8789690993703347,4.0,4.0
2,6,13,4.126520598080934,4.0,3.0
2,6,14,4.035901509078586,3.0,3.0
2,6,15,3.413022521184379,3.0,2.0
2,6,16,3.2048731409031213,2.0,1.0
2,6,17,3.732204545754551,1.0,2.0
2,6,18,3.9093801634502077,1.0,2.0
2,6,19,3.719341996483975,1.0,3.0
2,6,20,3.925171679056737,1.0,4.0
2,7,1,4.2532049765115305,2.0,3.0
2,7,2,3.719293992947225,2.0,4.0
2,7,3,2.8156633743290294,3.0,4.0
2,7,4,2.9453666488117483,3.0,4.0
2,7,5,4.127943516999291,3.0,4.0
2,7,6,4.7073927104952356,3.0,3.0
2,7,7,4.030050754776037,3.0,4.0
2,7,8,2.8517979644255806,4.0,4.0
2,7,9,2.0833558353030543,4.0,4.0
2,7,10,2.152158569843108,4.0,4.0
2,7,11,2.7231374789017,4.0,4.0
2,7,12,3.3437719615619406,4.0,4.0
2,7,13,3.8911473457870147,3.0,3.0
2,7,14,3.9409800322020483,3.0,2.0
2,7,15,3.5009285541301725,3.0,2.0
2,7,16,3.5355446912989295,2.0,1.0
2,7,17,3.900216164673994,1.0,2.0
2,7,18,3.5041258648380302,1.0,2.0
2,7,19,2.9557198969695566,1.0,3.0
2,7,20,3.2676867952278306,1.0,3.0
2,8,1,4.086443005887418,2.0,4.0
2,8,2,3.460862503270149,2.0,4.0
2,8,3,2.534750776803641,3.0,4.0
2,8,4,2.796934610075681,3.0,4.0
2,8,5,4.3977294436742245,3.0,3.0
2,8,6,5.4316024579237805,3.0,3.0
2,8,7,4.822738472008957,3.0,3.0
2,8,8,3.39122770133757,3.0,4.0
2,8,9,2.223596301136292,4.0,4.0
2,8,10,1.7217020533418057,4.0,4.0
2,8,11,1.8803172646969166,4.0,4.0
2,8,12,2.628495296143373,4.0,4.0
2,8,13,3.5673003582188962,3.0,3.0
2,8,14,3.9644853629502954,3.0,2.0
2,8,15,3.918758857245052,3.0,2.0
2,8,16,4.18420660992614,2.0,1.0
2,8,17,4.290164376203355,1.0,2.0
2,8,18,3.475957098334667,1.0,2.0
2,8,19,2.7466645174829445,1.0,3.0
2,8,20,2.875265835913545,1.0,3.0
2,9,1,3.8863410278121204,2.0,4.0
2,9,2,3.239753668778257,2.0,4.0
2,9,3,2.4904449899711447,3.0,4.0
2,9,4,2.9170668991518474,3.0,3.0
2,9,5,4.7417625826417185,3.0,3.0
2,9,6,6.174577042495352,3.0,2.0
2,9,7,5.779243833067435,3.0,3.0
2,9,8,4.1665383079025755,3.0,3.0
2,9,9,2.6247032753165485,3.0,4.0
2,9,10,1.6625200659205692,4.0,4.0
2,9,11,1.4228830707943225,4.0,4.0
2,9,12,2.1135375748391825,4.0,4.0
2,9,13,3.2982348080981363,3.0,3.0
2,9,14,4.055603133032046,3.0,2.0
2,9,15,4.379313030014772,2.0,2.0
2,9,16,4.7606032772664,2.0,1.0
2,9,17,4.690435118972503,1.0,2.0
2,9,18,3.828069750118744,0.0,2.0
2,9,19,3.1527524195631305,0.0,3.0
2,9,20,2.896891908243985,1.0,3.0
2,10,1,3.8413776090037253,2.0,4.0
2,10,2,3.1913186282787525,3.0,4.0
2,10,3,2.7135173332984683,3.0,4.0
2,10,4,3.1543580384022354,3.0,3.0
2,10,5,4.772107978734973,2.0,2.0
2,10,6,6.296040014816921,2.0,2.0
2,10,7,6.143094688168593,2.0,2.0
2,10,8,4.623906320728406,3.0,3.0
2,10,9,3.2212560617672166,3.0,4.0
2,10,10,2.376102306153772,3.0,5.0
2,10,11,1.9062527311559245,3.0,5.0
2,10,12,2.225627722602538,4.0,4.0
2,10,13,3.285267591027018,3.0,3.0
2,10,14,4.128652082564577,3.0,2.0
2,10,15,4.509896078971407,2.0,2.0
2,10,16,4.815005180962911,1.0,1.0
2,10,17,4.741748526075678,1.0,2.0
2,10,18,4.182698991915882,0.0,2.0
2,10,19,3.7597455163447377,0.0,2.0
2,10,20,3.2110787943182415,1.0,3.0
2,11,1,3.996492766674712,2.0,4.0
2,11,2,3.404227700494645,3.0,4.0
2,11,3,3.2253907544495433,3.0,3.0
2,11,4,3.468823187756467,3.0,3.0
2,11,5,4.384977826681112,2.0,2.0
2,11,6,5.520378909582003,2.0,2.0
2,11,7,5.491336150807895,2.0,2.0
2,11,8,4.400802628535878,2.0,3.0
2,11,9,3.808432821729727,3.0,4.0
2,11,10,3.7270615183319538,3.0,5.0
2,11,11,3.2049169695300304,3.0,5.0
2,11,12,2.8760207127106314,3.0,5.0
2,11,13,3.4556279684460294,3.0,4.0
2,11,14,4.052836229975231,3.0,3.0
2,11,15,4.147281942891108,2.0,2.0
2,11,16,4.2481133995370985,1.0,2.0
2,11,17,4.325468211529507,1.0,1.0
2,11,18,4.194377501445009,0.0,2.0
2,11,19,4.074021547264972,0.0,2.0
2,11,20,3.539732667482753,1.0,2.0
2,12,1,4.080667021916434,3.0,4.0
2,12,2,3.6896853328719557,3.0,4.0
2,12,3,3.865480700418191,3.0,3.0
2,12,4,3.878161943933548,3.0,3.0
2,12,5,3.8919896154675553,2.0,2.0
